benchmark	condition	seed	attention_alpha	top_k_gaze	is_baseline	source	accuracy	bias_aligned_fraction	bias_aligned_error_rate	error_rate	mean_image_attention_mass	mean_boosted_layer_image_attention_mass	mean_boosted_head_image_attention_mass	n	Acc	Q_Acc	I_Acc	G_Acc	n_model_calls	n_groups
naturalbench	gaze_top10_alpha0p25	0	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed0.summary.json					0.07086571873880029	0.12013759927576154	0.3437471970154546		0.55	0.28	0.125	0.01	400.0	100.0
naturalbench	gaze_top10_alpha0p25	1	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed1.summary.json					0.07077262429898062	0.12054632063920342	0.3483999197248078		0.5225	0.14	0.115	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p25	2	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed2.summary.json					0.07064219567240876	0.11987330595747427	0.34318394011497927		0.655	0.385	0.37	0.09	400.0	100.0
naturalbench	gaze_top10_alpha0p25	3	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed3.summary.json					0.07064596326110337	0.11988854742842349	0.3433028862910079		0.4475	0.105	0.195	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p25	4	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed4.summary.json					0.07090565348255363	0.12044722663913392	0.344825387173044		0.565	0.23	0.27	0.01	400.0	100.0
naturalbench	gaze_top10_alpha0p25	5	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed5.summary.json					0.0707286961526096	0.11981988483753993	0.341553214553997		0.5375	0.205	0.295	0.01	400.0	100.0
naturalbench	gaze_top10_alpha0p25	6	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed6.summary.json					0.07067806730502248	0.11954144704368211	0.339875246432251		0.505	0.215	0.235	0.09	400.0	100.0
naturalbench	gaze_top10_alpha0p25	7	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed7.summary.json					0.07033695718798881	0.11946853826146589	0.3399872121796278		0.5625	0.32	0.295	0.02	400.0	100.0
naturalbench	gaze_top10_alpha0p25	8	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed8.summary.json					0.07058134877640664	0.12024761349098786	0.3447857760305753		0.385	0.11	0.06	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p25	9	0.25	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p25_seed9.summary.json					0.07087950863763728	0.1198568586191477	0.34153860617510845		0.5675	0.32	0.175	0.02	400.0	100.0
naturalbench	gaze_top10_alpha0p5	0	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed0.summary.json					0.0715468336468314	0.12360566919740627	0.38261025627790635		0.5525	0.285	0.125	0.02	400.0	100.0
naturalbench	gaze_top10_alpha0p5	1	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed1.summary.json					0.07143797671449927	0.12401578661992031	0.3869152261587246		0.515	0.145	0.115	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p5	2	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed2.summary.json					0.0714424654933905	0.12358593056944688	0.3823251221254013		0.67	0.405	0.395	0.09	400.0	100.0
naturalbench	gaze_top10_alpha0p5	3	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed3.summary.json					0.07133529891873443	0.12340463806356487	0.38229617880414035		0.4475	0.115	0.2	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p5	4	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed4.summary.json					0.07150589945374929	0.12392110291887759	0.3832120642536763		0.565	0.22	0.27	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p5	5	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed5.summary.json					0.0715102191190434	0.1233241115702254	0.3805837253854185		0.53	0.195	0.29	0.01	400.0	100.0
naturalbench	gaze_top10_alpha0p5	6	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed6.summary.json					0.07140365259940513	0.12309845609722929	0.3794257542103513		0.51	0.22	0.235	0.09	400.0	100.0
naturalbench	gaze_top10_alpha0p5	7	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed7.summary.json					0.07100987075793226	0.12285852105805645	0.3788872385536365		0.585	0.325	0.325	0.01	400.0	100.0
naturalbench	gaze_top10_alpha0p5	8	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed8.summary.json					0.0712510902440764	0.1236942976604471	0.3836761786770371		0.3925	0.115	0.065	0.0	400.0	100.0
naturalbench	gaze_top10_alpha0p5	9	0.5	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha0p5_seed9.summary.json					0.07153178554739259	0.12336426426723798	0.3805882278195623		0.5775	0.335	0.19	0.02	400.0	100.0
naturalbench	gaze_top10_alpha10	0	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed0.summary.json					0.08174327456549124	0.17580529140295195	0.9998342314894709		0.555	0.31	0.17	0.03	400.0	100.0
naturalbench	gaze_top10_alpha10	1	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed1.summary.json					0.08163978812524528	0.1762897856634896	0.9998377046769573		0.525	0.18	0.1	0.0	400.0	100.0
naturalbench	gaze_top10_alpha10	2	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed2.summary.json					0.08153912806490786	0.17600604508638518	0.9998244363629941		0.6775	0.425	0.395	0.05	400.0	100.0
naturalbench	gaze_top10_alpha10	3	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed3.summary.json					0.08156856694399649	0.17590746232569474	0.9998369074901755		0.4375	0.115	0.205	0.0	400.0	100.0
naturalbench	gaze_top10_alpha10	4	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed4.summary.json					0.08166288772229835	0.17620463024645247	0.9998235949074465		0.5825	0.25	0.3	0.0	400.0	100.0
naturalbench	gaze_top10_alpha10	5	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed5.summary.json					0.08170480868617838	0.17581622184398363	0.9998336986345905		0.5125	0.15	0.3	0.0	400.0	100.0
naturalbench	gaze_top10_alpha10	6	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed6.summary.json					0.08175661123359329	0.17563488290057563	0.9998334225302651		0.4975	0.225	0.245	0.1	400.0	100.0
naturalbench	gaze_top10_alpha10	7	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed7.summary.json					0.0813866403759793	0.17558658965523283	0.9998396268035211		0.5925	0.325	0.34	0.02	400.0	100.0
naturalbench	gaze_top10_alpha10	8	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed8.summary.json					0.08166323883506957	0.17623477072207744	0.9998285920300654		0.3875	0.115	0.065	0.0	400.0	100.0
naturalbench	gaze_top10_alpha10	9	10.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha10_seed9.summary.json					0.08174508532121974	0.17570561096512285	0.9998381365838677		0.575	0.385	0.185	0.02	400.0	100.0
naturalbench	gaze_top10_alpha1	0	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed0.summary.json					0.07307625960841097	0.13107602398626508	0.4671699722954133		0.5425	0.28	0.11	0.02	400.0	100.0
naturalbench	gaze_top10_alpha1	1	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed1.summary.json					0.0730367013747662	0.13142524052533675	0.470253018260471		0.5325	0.16	0.125	0.0	400.0	100.0
naturalbench	gaze_top10_alpha1	2	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed2.summary.json					0.07297432771286892	0.13110524755799832	0.4660136583641324		0.66	0.385	0.375	0.07	400.0	100.0
naturalbench	gaze_top10_alpha1	3	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed3.summary.json					0.07285753283363096	0.13076824413191487	0.4659043532643391		0.4425	0.12	0.195	0.0	400.0	100.0
naturalbench	gaze_top10_alpha1	4	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed4.summary.json					0.0730648178313417	0.13121446811608853	0.46690190154863964		0.5725	0.245	0.28	0.0	400.0	100.0
naturalbench	gaze_top10_alpha1	5	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed5.summary.json					0.07293531435514891	0.13059844511478932	0.4639587019897782		0.52	0.185	0.295	0.01	400.0	100.0
naturalbench	gaze_top10_alpha1	6	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed6.summary.json					0.07295556501724954	0.13052766759912038	0.46386471736845847		0.5075	0.215	0.24	0.09	400.0	100.0
naturalbench	gaze_top10_alpha1	7	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed7.summary.json					0.07256570950831674	0.1302686551311382	0.462892311157608		0.5875	0.33	0.33	0.02	400.0	100.0
naturalbench	gaze_top10_alpha1	8	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed8.summary.json					0.07283861713165764	0.13118035472983436	0.46739253531224906		0.39	0.115	0.07	0.0	400.0	100.0
naturalbench	gaze_top10_alpha1	9	1.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha1_seed9.summary.json					0.07303024830380979	0.13063978546720453	0.4643511133284582		0.5775	0.34	0.19	0.02	400.0	100.0
naturalbench	gaze_top10_alpha2	0	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed0.summary.json					0.07593257080670657	0.14596748105805674	0.6398886977368227		0.55	0.28	0.14	0.03	400.0	100.0
naturalbench	gaze_top10_alpha2	1	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed1.summary.json					0.07590072808788997	0.14641392673132414	0.641847417189142		0.5325	0.175	0.125	0.0	400.0	100.0
naturalbench	gaze_top10_alpha2	2	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed2.summary.json					0.0757557279063693	0.14590756044060274	0.6376862507538632		0.6725	0.41	0.4	0.08	400.0	100.0
naturalbench	gaze_top10_alpha2	3	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed3.summary.json					0.07568764652751377	0.1457923769296391	0.6388235886196295		0.4425	0.115	0.21	0.0	400.0	100.0
naturalbench	gaze_top10_alpha2	4	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed4.summary.json					0.07591691331068989	0.14620032615089854	0.6390740823629238		0.5725	0.235	0.28	0.0	400.0	100.0
naturalbench	gaze_top10_alpha2	5	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed5.summary.json					0.07590356258088798	0.14575821862810057	0.6377442164396626		0.5275	0.19	0.31	0.01	400.0	100.0
naturalbench	gaze_top10_alpha2	6	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed6.summary.json					0.07587253456277217	0.14559729010404443	0.6376313460213207		0.5175	0.235	0.25	0.1	400.0	100.0
naturalbench	gaze_top10_alpha2	7	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed7.summary.json					0.07548432529280139	0.1454601719491997	0.6367380750212405		0.59	0.34	0.335	0.03	400.0	100.0
naturalbench	gaze_top10_alpha2	8	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed8.summary.json					0.07580081663362451	0.14623929183694465	0.6401522949310463		0.39	0.11	0.07	0.0	400.0	100.0
naturalbench	gaze_top10_alpha2	9	2.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha2_seed9.summary.json					0.07586130844140594	0.14575625775525436	0.6376932113802257		0.5875	0.37	0.205	0.02	400.0	100.0
naturalbench	gaze_top10_alpha5	0	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed0.summary.json					0.08102078876960343	0.17203750490099154	0.9531282264020234		0.5575	0.315	0.175	0.03	400.0	100.0
naturalbench	gaze_top10_alpha5	1	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed1.summary.json					0.08093058988753699	0.17248287700430243	0.9529060817025855		0.515	0.18	0.1	0.0	400.0	100.0
naturalbench	gaze_top10_alpha5	2	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed2.summary.json					0.08082356940765636	0.17214046928404897	0.9523524167053126		0.685	0.425	0.42	0.07	400.0	100.0
naturalbench	gaze_top10_alpha5	3	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed3.summary.json					0.08082152222823961	0.17205601890723468	0.9528955603953527		0.44	0.115	0.21	0.0	400.0	100.0
naturalbench	gaze_top10_alpha5	4	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed4.summary.json					0.08094246929409062	0.17241775537529475	0.9523446291801889		0.595	0.26	0.315	0.0	400.0	100.0
naturalbench	gaze_top10_alpha5	5	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed5.summary.json					0.08100516250406439	0.17200882282877358	0.9528887159938537		0.51	0.16	0.3	0.0	400.0	100.0
naturalbench	gaze_top10_alpha5	6	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed6.summary.json					0.08106511426408326	0.1719075153134985	0.9531274635646315		0.5075	0.24	0.255	0.12	400.0	100.0
naturalbench	gaze_top10_alpha5	7	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed7.summary.json					0.08069197053661915	0.17186832778141758	0.9532115912461091		0.5775	0.315	0.33	0.02	400.0	100.0
naturalbench	gaze_top10_alpha5	8	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed8.summary.json					0.08092597235769054	0.17247117819358032	0.953126097164782		0.385	0.1	0.05	0.0	400.0	100.0
naturalbench	gaze_top10_alpha5	9	5.0	10	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top10_alpha5_seed9.summary.json					0.08104484024418823	0.1720098469552161	0.9527059147856259		0.5775	0.385	0.19	0.03	400.0	100.0
naturalbench	gaze_top1_alpha0p25	0	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed0.summary.json					0.07014516333790727	0.10376057576890471	0.8077572440715751		0.5525	0.285	0.125	0.02	400.0	100.0
naturalbench	gaze_top1_alpha0p25	1	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed1.summary.json					0.0700812593780105	0.10796181807124486	0.8458863951667907		0.5275	0.15	0.12	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p25	2	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed2.summary.json					0.07009154349775719	0.10692546147173124	0.8214720129588293		0.6525	0.38	0.37	0.1	400.0	100.0
naturalbench	gaze_top1_alpha0p25	3	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed3.summary.json					0.06994316667784753	0.10622006916955469	0.8144927222842262		0.45	0.11	0.2	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p25	4	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed4.summary.json					0.07014803686592817	0.10691876304556891	0.8230627071496213		0.555	0.215	0.255	0.01	400.0	100.0
naturalbench	gaze_top1_alpha0p25	5	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed5.summary.json					0.0700573233865485	0.10561776863187107	0.805211402529762		0.5225	0.18	0.285	0.01	400.0	100.0
naturalbench	gaze_top1_alpha0p25	6	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed6.summary.json					0.06995669341922621	0.10418359990542134	0.7943740505642362		0.5	0.21	0.225	0.08	400.0	100.0
naturalbench	gaze_top1_alpha0p25	7	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed7.summary.json					0.06962882698339529	0.10583654106946455	0.801460700141059		0.57	0.315	0.3	0.01	400.0	100.0
naturalbench	gaze_top1_alpha0p25	8	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed8.summary.json					0.06989637831232154	0.10731801283007694	0.8265750054253472		0.3875	0.105	0.065	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p25	9	0.25	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p25_seed9.summary.json					0.07021398235234164	0.10394727765326622	0.8046482150695712		0.565	0.3	0.175	0.02	400.0	100.0
naturalbench	gaze_top1_alpha0p5	0	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed0.summary.json					0.07020721323549868	0.10539261358305155	0.8359272744535196		0.5575	0.295	0.13	0.02	400.0	100.0
naturalbench	gaze_top1_alpha0p5	1	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed1.summary.json					0.07014689091945395	0.10964044445072009	0.8736479435820256		0.525	0.145	0.12	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p5	2	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed2.summary.json					0.0700757671934245	0.10856614832855051	0.8489491199311756		0.655	0.375	0.375	0.07	400.0	100.0
naturalbench	gaze_top1_alpha0p5	3	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed3.summary.json					0.07000432432015755	0.10788676372613935	0.8427862723214286		0.4525	0.115	0.205	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p5	4	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed4.summary.json					0.07016738039172955	0.1086994842974977	0.8509897349964488		0.56	0.215	0.27	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p5	5	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed5.summary.json					0.07014276157828547	0.10746807071325991	0.8369000563848585		0.535	0.205	0.29	0.01	400.0	100.0
naturalbench	gaze_top1_alpha0p5	6	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed6.summary.json					0.07008290534187978	0.10620109789633875	0.8254166243912338		0.5125	0.22	0.24	0.09	400.0	100.0
naturalbench	gaze_top1_alpha0p5	7	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed7.summary.json					0.06973848802533353	0.10768784756446256	0.8292743123372397		0.5675	0.315	0.29	0.0	400.0	100.0
naturalbench	gaze_top1_alpha0p5	8	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed8.summary.json					0.06995357710563824	0.10927812794689089	0.8551847059461806		0.395	0.115	0.07	0.01	400.0	100.0
naturalbench	gaze_top1_alpha0p5	9	0.5	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha0p5_seed9.summary.json					0.07018401991039785	0.10575236933555625	0.8348561527753117		0.5625	0.305	0.165	0.02	400.0	100.0
naturalbench	gaze_top1_alpha10	0	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed0.summary.json					0.07046288269117301	0.11552332408858389	1.0		0.5475	0.28	0.115	0.02	400.0	100.0
naturalbench	gaze_top1_alpha10	1	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed1.summary.json					0.07042972787377949	0.11755871632801634	1.0		0.525	0.15	0.115	0.0	400.0	100.0
naturalbench	gaze_top1_alpha10	2	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed2.summary.json					0.07041290689942571	0.11785181856927869	1.0		0.665	0.395	0.38	0.09	400.0	100.0
naturalbench	gaze_top1_alpha10	3	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed3.summary.json					0.07022913635070695	0.11782093074296912	1.0		0.4475	0.12	0.19	0.0	400.0	100.0
